CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ENGLISH	ITALIAN_AOA_MEAN	ITALIAN_POS	LINE_IN_SOURCE
2407	BIRTHDAY	compleanno	birthday	2.76	n	425
2408	CAKE	torta	cake	2.96	n	1804
2409	BROWN	marrone	brown	3.64	a	1029
2410	GOOD-LOOKING	grazioso	pretty	8.92	a	809
2411	HURT (SOMEBODY)	ferito	hurt	5.68	a	649
2426	CLIMATE	clima	climate	8.2	n	397
2430	OFFICE	ufficio	office	7.64	n	1846
2433	THEORY	teoria	theory	9.76	n	1773
2434	TRAGEDY	tragedia	tragedy	9.68	n	1812
2440	PINEAPPLE	ananas	pineapple	5.64	n	71
2447	WOODPECKER	picchio	woodpecker	7.24	n	1315
245	BROOM	ginestra	broom	9.84	n	765
2467	GAME	gioco	game	3.28	n	770
2468	BAG	borsa	bag	4.28	n	225
2486	HIDE	nascondere	to hide	5.28	v	1122
249	FOG	nebbia	fog	5.6	n	1129
25	DIRT	sporcizia	dirt	6.4	n	1682
2505	BEDROOM	camera	bedroom	4.24	n	269
2507	DISGUSTING	schifoso	disgusting	6.32	a	1559
2512	CHICK	pulcino	chick	4.28	n	1403
2514	SPOUSE	sposo	spouse	5.36	n	1685
2524	JOY	gioia	joy	5.6	n	771
2526	POWER	potenza	power	7.6	n	1367
2532	TORNADO	tornado	tornado	7.48	n	1801
2541	MIRACLE	miracolo	miracle	6.96	n	1071
2547	CITY	città	city	4.72	n	392
2548	BARREL	barile	barrel	10.44	n	179
2549	VEHICLE	veicolo	vehicle	5.96	n	1887
2553	MISERY	miseria	misery	7.96	n	1072
2554	PRINCE (RULER)	principe	prince	4.16	n	1385
256	FOOD	cibo	food	3.52	n	369
2562	SEX (GENDER)	sesso	sex	10.32	n	1611
2565	CASTRATED BOAR	carretto	barrow	6.88	n	320
2568	BAKER	panettiere	baker	6.32	n	1234
2570	BEEF	manzo	beef	7.28	n	1019
2578	PENCIL	matita	pencil	3.56	n	1036
258	CALM	calmo	calm	5.68	a	263
2580	HELICOPTER	elicottero	helicopter	4.48	n	579
2584	BENCH	panca	bench	6	n	1231
2588	GLOBE	globo	globe	8	n	786
2591	RHINOCEROS	rinoceronte	rhinoceros	6.76	n	1475
2595	CACTUS	cactus	cactus	7.16	n	254
2597	HARP	arpa	harp	8.24	n	107
2600	PYRAMID	piramide	pyramid	6.8	n	1333
2602	FUNNEL	imbuto	funnel	4.8	n	840
2603	ACCORDION	fisarmonica	accordion	7.12	n	675
2604	NOOSE	cappio	noose	10.875	n	302
2605	ASPARAGUS	asparago	asparagus	7.36	n	124
2606	COMPASS	bussola	compass	7.88	n	251
2620	CARRIAGE	carrozza	carriage	6.64	n	324
2621	CURTAIN	tenda	curtain	5.92	n	1768
2622	ENGINE	motore	engine	7.28	n	1102
2623	FLAG	bandiera	flag	4.96	n	173
2624	FRAME	cornice	frame	5.68	n	448
2625	MAP	mappa	map	6.16	n	1020
2627	ORANGE (FRUIT)	arancia	orange	3.2	n	96
2629	TRAY	vassoio	tray	6.36	n	1882
2630	WHIP	frusta	whip	7.12	n	715
2638	FISHING	pesca	fishing	4.24	n	1300
2640	LARVA	baco	maggot	9.75	n	162
2643	INK	inchiostro	ink	5.84	n	854
2657	LADLE	mestolo	ladle	5.88	n	1061
2666	SOLE (FOOT)	sogliola	sole	6.4	n	1635
2668	SKELETON	scheletro	skeleton	7.32	n	1553
27	AIR	aria	air	4.4	n	102
270	JUG	caraffa	jug	8.88	n	308
2715	DESPISE	disprezzare	to despise	7.32	v	537
275	PEEL	buccia	peel	4.6	n	242
2758	CAREFUL	attento	careful	6.08	a	139
2765	CHERRY	ciliegia	cherry	5.88	n	378
2766	WATERMELON	anguria	watermelon	4.4	n	79
2769	PORK	maiale	pork	4.2	n	994
2770	JACKET	giacca	jacket	5.96	n	759
281	POST	palo	pole	4.92	n	1229
2819	GRASSLAND	prateria	prairie	7.32	n	1371
2831	PENGUIN	pinguino	penguin	5.48	n	1327
2837	SWAN	cigno	swan	5.12	n	377
2872	IMPROVE (SOMETHING)	migliorare	to improve	6.48	v	1066
2883	DISTURB	disturbare	to disturb	6.24	v	543
289	MOLD	muffa	mold	7.76	n	1107
2892	MAKE ANGRY (ANNOY)	infastidire	to annoy	6.76	v	865
2902	BRAWL (FIGHT)	rissa	brawl	8.32	n	1484
292	RUG	tappeto	carpet	5.6	n	1747
2929	BENEFIT	profitto	profit	10.56	n	1389
2940	GATE	cancello	gate	5.16	n	282
2947	DAMAGE (INJURY)	danno	damage	6.12	n	493
2954	SLICE	fetta	slice	4.88	n	656
2956	TUBE	tubo	tube	5.12	n	1837
2958	LAUGHTER	risata	laughter	5.6	n	1477
2960	LONGING (WISH)	voglia	desire	6.56	n	1934
2964	NEWS	notizia	news	6.56	n	1148
2965	PAW	zampa	paw	4.44	n	1944
2968	REASON	motivo	tune	6.4	n	1100
2971	SIN	peccato	sin	7.56	n	1274
2975	THOUGHT	pensiero	thought	8.48	n	1284
298	SHRIEK	strillo	shriek	4.52	n	1715
2980	AREA	zona	area	7.44	n	1951
2981	ITEM	elemento	item	7.88	n	576
2982	GIFT	regalo	gift	4.08	n	1450
2984	HEAP	mucchio	pile	7.12	n	1105
2992	TIP (OF OBJECT)	mancia	tip	9.76	n	1008
3	BRAVE	coraggioso	brave	6.76	a	444
300	RATTLE	sonaglio	rattle	6.52	n	1648
3001	POWERFUL	potente	powerful	5.84	a	1366
3006	SPACE (AVAILABLE)	spazio	space	5.76	n	1664
3033	SCARED	spaventato	scared	6.52	a	1662
3059	MALARIA	malaria	malaria	10.32	n	1000
3060	PHEASANT	fagiano	pheasant	8.04	n	606
3062	TURNIP	rapa	turnip	7.8	n	1438
3064	RUST	ruggine	rust	8	n	1511
3066	SCARF OR TURBAN	sciarpa	scarf	4.56	n	1562
3069	FALSE	falso	false	5.28	a	612
307	HAWK	falco	hawk	6.44	n	610
308	TOUCAN	tucano	toucan	9.391304347826088	n	1838
3083	BALLOON	palloncino	balloon	3.08	n	1226
3085	CARROT	carota	carrot	4.56	n	319
3086	COMPUTER	computer	computer	6.4	n	427
3087	PACIFIER	manichino	dummy	6.28	n	1015
3089	GIRAFFE	giraffa	giraffe	4.12	n	781
3090	GUITAR	chitarra	guitar	5.24	n	366
3091	LEMON	limone	lemon	4.2	n	957
3096	RACKET	racchetta	racket	4.84	n	1424
3099	SOFA	divano	sofa	5.16	n	546
31	PAN	padella	pan	5.2	n	1216
3102	TANK	cisterna	tank	8.48	n	391
3104	THERMOMETER	termometro	thermometer	5.48	n	1775
3105	UMBRELLA	ombrello	umbrella	3.96	n	1177
3106	WARDROBE	armadio	wardrobe	4.16	n	105
3128	SHOWER (ACTION)	doccia	shower	4.44	n	549
3134	TYPE (ON SOMETHING)	tipo	type	6	n	1792
3138	STRAWBERRY	fragola	strawberry	4.4	n	703
3145	HIPPOPOTAMUS	ippopotamo	hippopotamus	4.92	n	900
3153	LORD	signore	lord	5.16	n	1620
3160	SLAP	schiaffo	slap	3.76	n	1556
3179	CORAL ROCK	corallo	coral	8.36	n	445
318	FOOTPRINT	orma	footprint	6.92	n	1196
3188	MIGHTY OR POWERFUL OR STRONG	possente	mighty	8.44	a	1362
319	LICK	leccare	to lick	5.16	v	938
3193	CROSSBOW	balestra	crossbow	9.590909090909092	n	166
3200	COUNTRYSIDE	campagna	countryside	4.52	n	276
3202	CANNON	cannone	cannon	7.2	n	290
3204	INSULT	insulto	insult	7	n	889
322	FIG	fico	fig	5.8	n	661
323	FAT (ORGANIC SUBSTANCE)	grasso	fat	5.88	a	804
3243	CYPRESS	cipresso	cypress	7.68	n	388
3247	KIWIFRUIT	kiwi	kiwi	5.28	n	911
3268	QUESTION	questione	question	9.2	n	1422
3283	CAGE	gabbia	cage	5.88	n	728
3284	GRAVEYARD	cimitero	cemetery	4.8	n	380
3287	BLOOM	fiorire	to blossom	5.8	v	673
3299	KIND	cortese	kind	7.72	a	456
33	NETTLE	ortica	nettle	7.04	n	1202
3303	PICTURE (PAINTING)	quadro	painting	4.96	n	1418
332	RAG	straccio	rag	6.48	n	1706
3325	PEARL	perla	pearl	6.52	n	1294
3334	RITE	rito	rite	8.08	n	1489
3336	FUNERAL	funerale	funeral	6.08	n	721
3357	CUPBOARD	credenza	cupboard	5.96	n	466
336	PADLOCK	lucchetto	padlock	6.2	n	970
3375	PATIENT (SICK PERSON)	paziente	patient	8.56	a	1271
3376	ROBBER	rapinatore	robber	7.72	n	1441
338	RAKE	rastrello	rake	5.76	n	1444
3382	PEACOCK	pavone	peacock	6.76	n	1270
3389	MEASLES	morbillo	measles	6.4	n	1094
3396	BUILDING	edificio	building	7.16	n	572
3399	WAREHOUSE	magazzino	warehouse	5.92	n	987
34	STAIRS	scala	stairs	4.64	n	1544
3403	HORSE BARN	stalla	stable	5.12	n	1694
3404	TILE	tassello	tile	8.68	n	1752
3405	RULER	righello	ruler	4.84	n	1470
3406	MERCHANDISE	merce	goods	8.08	n	1057
341	SICKLE	falce	sickle	9.4	n	609
342	HAY	fieno	hay	6.24	n	665
3423	DRILL	trapano	drill	8.44	n	1817
3425	JOKE	scherzo	joke	4.8	n	1554
344	TREE TRUNK	tronco	trunk	5.44	n	1830
3446	PINK	rosa	rose	4.04	n	1501
3455	COMMEND	lode	praise	7.68	n	967
3458	SILENCE	silenzio	silence	4.48	n	1621
3460	BEACH	spiaggia	beach	3.96	n	1673
3468	KINDNESS	gentilezza	kindness	6.32	n	751
3474	BE THIRSTY	aver sete	to be thirsty	3.84	v	152
3535	BE DEFEATED	sconfitto	defeated	7.64	a	1574
3552	GREET	salutare	to greet	3.6	v	1524
356	SHEARS	forbici	scissors	4.8	n	691
3620	SLEEPY	aver sonno	to be sleepy	4.24	v	153
3624	LEPROSY	lebbra	leprosy	10.12	n	936
3625	HEADACHE	emicrania	headache	11.44	n	581
3626	KNOW	conoscere	to know	6	v	434
3633	CURIOUS	curioso	curious	5.96	a	488
3635	ADULT	adulto	adult	5.32	a	25
3640	GOSSIP	pettegolezzo	gossip	9.08	n	1305
3644	AGREEMENT	accordo	agreement	7.96	n	20
3646	PROVERB	proverbio	proverb	6.52	n	1397
3665	TRAVEL	viaggiare	to travel	5.92	v	1909
3667	LOST	perso	lost	4.72	a	1295
367	RIDE	giostra	ride	4.08	n	776
3675	ZEBRA	zebra	zebra	4.44	n	1947
3719	MARMOT	marmotta	marmot	7.32	n	1028
3722	FLAMINGO	fenicottero	flamingo	7.92	n	645
3723	NIGHTINGALE	usignolo	nightingale	7.04	n	1863
3724	STORK	cicogna	stork	4.36	n	374
3727	CELERY	sedano	celery	8.64	n	1592
3728	COURGETTE	zucchina	courgette	5.44	n	1955
3729	LETTUCE	lattuga	lettuce	5.041666666666667	n	927
3730	APRICOT	albicocca	apricot	5	n	48
3732	POMEGRANATE	melograno	pomegranate	7.12	n	1047
3746	VASE	vaso	vase	5.72	n	1881
3762	SAFE	sicuro	safe	5.8	a	1617
378	PINCH	pizzicotto	pinch	4.88	n	1341
3780	PET	animale domestico	pet	4.28	n	81
3797	OSTRICH	struzzo	ostrich	5.12	n	1718
3809	SCREAM (PRODUCE A CRY)	urlo	scream	5	n	1859
3813	DISOBEDIENT	disubbidiente	disobedient	4.64	a	544
3814	HANDSOME	attraente	handsome	9.88	a	142
3815	ALMOND	mandorla	almond	6.28	n	1011
3841	WINDMILL	mulino	windmill	6.32	n	1109
3844	CONTEMPT	disprezzo	contempt	9.36	n	538
3846	EXCITEMENT	eccitazione	excitement	10	n	569
3848	SURPRISE (FEELING)	sorpresa	surprise	5.68	n	1653
3849	TRIUMPH	trionfo	triumph	8.2	n	1826
385	RESPECT (SOMEBODY)	rispetto	respect	7.84	n	1480
3858	CONFUSED	confuso	confused	7.24	a	430
3866	ABORTION	aborto	abortion	11.72	n	12
3867	ALCOHOLIC (PERSON)	alcolista	alcoholic	9.96	n	49
3869	ANXIOUS	ansioso	anxious	8.28	a	84
387	SLING	fionda	sling	7.2	n	671
3870	RUSTY	arrugginito	rusty	7.48	a	111
3871	MURDERER	assassino	assassin	7.4	n	128
3872	BLOND	biondo	blond	5.08	a	212
3873	CHOCOLATE	cioccolata	chocolate	4	n	385
3874	KNOWLEDGE	conoscenza	knowledge	6.64	n	433
3875	CRIMINAL	criminale	criminal	9.56	a	470
3876	DENTIST	dentista	dentist	5.36	n	506
3877	DEPRESSION	depressione	depression	10.92	n	507
3878	DIAMOND	diamante	diamond	6.92	n	514
3879	IMAGINE	immaginare	to imagine	5.96	v	841
3881	PISTOL	carabina	rifle	9.833333333333334	n	307
3883	NOISY	rumoroso	noisy	5.44	a	1513
3888	SKUNK	puzzola	skunk	6.92	n	1416
3897	NATURE	natura	nature	4.2	n	1125
390	PUNISHMENT	punizione	punishment	4.72	n	1409
3902	TRUST (SOMEBODY)	fiducia	trust	8.2	n	663
391	BLESS	benedire	to bless	7.24	v	196
3915	PRIDE	orgoglio	pride	9.76	n	1192
3916	PLEASURE	piacere	pleasure	7.64	n	1308
3917	DEVIL	diavolo	devil	5.72	n	515
3948	SHOTGUN	fucile	shotgun	6.68	n	717
395	PILL	pillola	pill	7.16	n	1326
3960	IDENTITY	identità	identity	9.12	n	832
3965	TRAUMA	trauma	trauma	8.68	n	1820
3967	CONTENT	contenuto	contents	8.2	n	438
3969	RESULT	risultato	result	6.52	n	1486
3971	METHOD	metodo	method	9.52	n	1063
3972	EXCITED	eccitato	excited	10	a	568
3973	DEPRESSED	depresso	depressed	11.4	a	508
3974	UNHAPPY	infelice	unhappy	6.28	a	868
3975	NERVOUS	nervoso	nervous	6.88	a	1134
419	SEVERE	grave	severe	6.76	a	808
420	FOREST	foresta	forest	5.44	n	694
425	BE LATE	ritardato	delayed	9.92	a	1487
43	LEAD (GUIDE)	piombo	lead	9.88	n	1331
45	EVIL	cattivo	evil	3.48	a	340
472	PELICAN	pellicano	pelican	8.12	n	1277
474	DRESS	abito	dress	5.04	n	10
476	CUP	tazza	cup	4.36	n	1757
478	LIP	labbra	lips	4.76	n	912
480	PLATE	piatto	plate	3.36	n	1313
486	MINISTER	ministro	minister	9.64	n	1070
487	SHY	schivo	shy	10.88	a	1561
488	MANNER	modo	manner	6.44	n	1081
494	FLIRT	flirtare	to flirt	11.24	v	681
496	CUCUMBER	cetriolo	cucumber	5.96	n	360
497	SCAR	cicatrice	scar	6.08	n	371
499	CURE	guarire	to heal	5.28	v	822
500	CRUEL	crudele	cruel	8.56	a	476
501	LIFT	levare	to lift	4.96	v	950
503	FROG	rana	frog	4.4	n	1436
504	LEARN	apprendere	to learn	7.56	v	92
506	MAIZE	mais	corn	6.12	n	996
507	MELON	melone	melon	5.08	n	1048
522	WOLF	lupo	wolf	3.92	n	979
528	DREADFUL	spaventoso	fearful	5.24	a	1663
53	SPIRIT	spirito	spirit	7.4	n	1680
534	HUMP	gobba	hump	7.04	n	788
539	NEST	nido	nest	5.12	n	1138
540	PALATE	palato	palate	6.4	n	1220
541	POETRY	poesia	poetry	5.2	n	1343
557	OFFEND	offendere	to offend	6.6	v	1171
576	DANDRUFF	forfora	dandruff	9.08	n	695
578	KISS	baciare	to kiss	5.48	v	160
580	FUR	pelliccia	fur	7.56	n	1278
585	BOOT	stivale	boot	4.92	n	1703
586	GARDEN	giardino	garden	4.28	n	762
587	ANT	formica	ant	3.92	n	697
588	BROKEN	rotto	broken	4.88	a	1504
590	NAKED	svestito	naked	6.96	a	1736
593	POTATO	patata	potato	3.8	n	1262
597	PHYSICIAN	dottore	doctor	3.56	n	561
600	STRANGE	strano	odd	5.88	a	1709
603	COAT	cappotto	coat	5.28	n	303
604	GLASS	bicchiere	glass	3.8	n	205
606	GRASS	erba	grass	3.88	n	586
608	GULF	golfo	gulf	8.24	n	794
613	HIGH TIDE	alluvione	flood	8.08	n	55
615	HORSE	cavallo	horse	3.92	n	342
616	HOSPITAL	ospedale	hospital	5.68	n	1206
617	ICE	ghiaccio	ice	5.08	n	755
619	ANIMAL	animale	animal	3.24	n	80
620	INSECT	insetto	insect	6.36	n	885
621	IRON	ferro	iron	6.56	n	651
624	LAKE	lago	lake	4.92	n	916
625	LAMP	lampada	lamp	4.28	n	918
628	LEAF	foglia	leaf	4.08	n	684
629	LEATHER	cuoio	leather	7.72	n	485
630	LIGHT (RADIATION)	fanale	light	10.28	n	618
632	LIZARD	lucertola	lizard	4.24	n	972
633	MARKET	mercato	market	6.12	n	1056
634	MEAT	carne	meat	4.44	n	316
635	MILK	latte	milk	3.24	n	926
638	MOTORCYCLE	motocicletta	motorcycle	7.24	n	1101
639	MOUNTAIN	montagna	mountain	4.24	n	1089
640	MUD	fango	mud	5.2	n	621
641	MUSHROOM	fungo	mushroom	4.6	n	722
642	MUSIC	musica	music	4.12	n	1116
644	OAK	quercia	oak	6.2	n	1421
645	OCEAN	oceano	ocean	5.92	n	1167
646	ASH	cenere	ash	5.88	n	347
647	PAINT (PIGMENTS)	vernice	paint	7.04	n	1900
648	PAPER	carta	paper	4.28	n	326
65	AMBUSH	agguato	ambush	9.88	n	36
651	SEAL	foca	seal	4.08	n	683
652	PLAIN	evidente	plain	7.96	a	601
653	PLANT (VEGETATION)	pianta	plant	4.24	n	1312
655	POISON	veleno	poison	6.2	n	1889
658	RAIN (PRECIPITATION)	pioggia	rain	4.24	n	1330
661	RELIGION	religione	religion	5.96	n	1453
662	BATTERY	batteria	battery	6.56	n	184
665	BEE	ape	bees	4.32	n	87
666	RIVER	fiume	river	4.8	n	677
668	ROCK	roccia	rock	5.92	n	1496
671	SAND	sabbia	sand	4.64	n	1515
673	SCHOOL	scuola	school	4.4	n	1587
674	MOUTH	bocca	mouth	2.44	n	219
677	AXE	ascia	ax	9.16	n	115
678	BEARD	barba	beard	5.72	n	176
679	BRIGHT	luminoso	bright	5.64	a	974
680	BREAK (DESTROY OR GET DESTROYED)	rompere	to break	4.08	v	1499
681	DESTROY	distruggere	to destroy	7.28	v	541
682	SIDE	lato	side	6	n	925
683	PERSON	persona	person	3.52	n	1296
686	EASY	facile	easy	4.52	a	605
690	BOTTOM	sederino	bottom	4.52	n	1594
691	SEASON	stagione	season	4.92	n	1692
692	BRING	portare	to bring	4.52	v	1358
695	GO	andare	to go	4.2	v	73
698	WISE	saggio	wise	8.56	a	1518
699	SAD	triste	sad	5.68	a	1827
701	SLOW	lento	slow	4.92	a	943
702	CATCH	acchiappare	to catch	4.84	v	16
704	CLEAN	pulito	clean	5.44	a	1405
706	DARK	buio	dark	3.72	a	246
711	TALL	alto	tall	4.04	a	58
712	RICH	ricco	wealthy	6.666666666666667	a	1463
714	SEED	seme	seed	5.92	n	1599
715	SHOUT	gridare	to shout	4.44	v	812
717	SWEET	dolce	sweet	5.08	a	551
719	FIND	trovare	to find	4.24	v	1834
723	PLACE (POSITION)	luogo	place	5.76	n	978
724	READ	leggere	to read	5.56	v	940
729	DAWN	aurora	dawn	7.72	n	146
730	SNAKE	serpente	snake	4.56	n	1610
731	BEVERAGE	bibita	beverage	4.56	n	204
735	OWL	gufo	owl	6	n	824
739	FEED	nutrire	to feed	7.56	v	1156
74	PUPPY	cucciolo	puppy	4.12	n	479
740	SHIP	nave	ship	4.36	n	1127
741	DRIVE	guidare	to drive	6.24	v	825
744	EGG	uovo	egg	4.52	n	1856
745	SHELF	mensola	shelf	5.96	n	1051
746	SHOP	negozio	shop	4.24	n	1131
747	BICYCLE	bicicletta	bicycle	4.4	n	206
750	DROP	goccia	drop	4.56	n	789
753	PUPIL (STUDENT)	alunno	student	5.28	n	59
754	HURRY	sbrigarsi	to hurry	5.64	v	1541
757	BUTTON	bottone	button	6.24	n	230
759	SILVER	argento	silver	7.2	n	101
760	KNOT	nodo	knot	5.04	n	1142
761	COVER	coprire	to cover	5.8	v	443
767	CORPSE	cadavere	corpse	9.6	n	255
769	ROOF	tetto	roof	3.8	n	1787
770	EARRING	orecchino	earring	5.44	n	1188
771	HAT	cappello	hat	4.04	n	301
772	BELT	cinta	belt	5.291666666666667	n	383
775	TRUMPET	tromba	trumpet	5.08	n	1829
777	FLUTE	flauto	flute	6.36	n	680
778	SMOKE (EXHAUST)	fumo	smoke	7.04	n	719
779	PART	parte	part	7.52	n	1254
783	VICTORY	vittoria	victory	5.52	n	1929
784	SNOW	neve	snow	4.32	n	1136
785	STRONG	forte	strong	4.68	a	699
787	SAIL	vela	sail	5.76	n	1888
788	SOAP	sapone	soap	4	n	1534
789	PEOPLE	gente	people	5.88	n	749
794	PEN	penna	pen	3.68	n	1282
795	TROUT	trota	trout	7.68	n	1832
796	NIPPLE	capezzolo	nipple	9.48	n	300
803	ANKLE	caviglia	ankle	6	n	343
806	BLANKET	coperta	blanket	4.04	n	441
809	TROUSERS	pantaloni	trousers	3.84	n	1241
812	SLAVE	schiavo	slave	8.16	n	1557
813	DO	fare	to do	4.4	v	626
818	WILLOW	salice	willow	8.4	n	1521
819	STOMACH	stomaco	stomach	5.84	n	1704
82	ANGER	collera	anger	8.4	n	406
820	LAMB	agnello	lamb	4.68	n	41
825	AWAKE	sveglio	awake	4.24	a	1735
832	BEAN	fagiolo	bean	4.84	n	607
837	BLUE	blu	blue	3.32	a	218
843	SPIDER	ragno	spider	4.48	n	1434
846	TIGER	tigre	tiger	5.08	n	1789
849	SPRING (OF WATER)	fontana	fountain	4.6	n	690
850	SQUARE	piazza	square	5.24	n	1314
852	PRIEST	prete	priest	5.12	n	1381
853	ALTAR	altare	altar	7.16	n	57
854	KETTLE	bollitore	kettle	7.64	n	222
857	STONE	pietra	stone	4.08	n	1323
858	STORM	bufera	storm	8.56	n	244
859	STOVE	stufa	stove	7.08	n	1720
860	CAUSE	causa	lawsuit	8.32	n	341
861	JUDGE	giudice	judge	8.08	n	784
862	SUGAR	zucchero	sugar	4.28	n	1954
864	PUMPKIN	batuffolo	pumpkin	7.4	n	186
865	FAME	fama	fame	8.96	n	613
866	WIN	vincere	to win	4.52	v	1919
867	GLOVE	guanto	glove	5.92	n	819
868	BANANA	banana	banana	4.08	n	171
874	CANDY	caramella	candy	3.44	n	309
878	HELL	inferno	hell	6.88	n	871
879	COUGH	tosse	cough	3.88	n	1807
882	PARROT	pappagallo	parrot	5.04	n	1246
883	TERMITE	termite	termite	9.727272727272727	n	1774
887	BITTER	amaro	bitter	4.24	a	62
889	FLAME	fiamma	flame	5	n	657
890	MULE	mulo	mule	6.16	n	1110
892	TIME	tempo	time	4.96	n	1766
894	TOAD	rospo	toad	4.68	n	1502
897	SWALLOW	rondine	swallow	4.52	n	1500
90	INNOCENT	innocente	innocent	7.08	a	878
900	TRAIN	treno	train	4.52	n	1823
905	BORING	annoiato	bored	5.36	a	83
906	TREE	albero	tree	3.56	n	47
908	DRUM	tamburo	drum	4.84	n	1744
909	GARBAGE	spazzatura	garbage	5.36	n	1666
91	INSOLENT	insolente	insolent	9.6	a	888
910	DEATH	morte	death	5.8	n	1097
913	CROW	corvo	crow	5.92	n	459
915	SINK (BASIN)	catino	basin	8.15	n	338
920	GRAPE	uva	grapes	4.2	n	1866
922	PEAR	pera	pear	3.96	n	1290
923	LOVE	amore	love	6.32	n	70
926	RICE	riso	rice	5.68	n	1479
928	EMBRACE	abbraccio	hug	4.2	n	5
930	VILLAGE	villaggio	village	5.96	n	1917
932	BARLEY	orzo	barley	5.6	n	1204
933	WALL (OF HOUSE)	muro	wall	4.08	n	1113
935	WAR	guerra	war	6.64	n	823
937	BIRD	uccello	bird	2.96	n	1845
942	HONEY	miele	honey	4.32	n	1065
943	WATERFALL	cascata	waterfall	6.52	n	328
946	BLOOD	sangue	blood	4.32	n	1531
948	WATER	acqua	water	2.96	n	22
950	SEAGULL	gabbiano	seagull	5.04	n	729
951	WEAPONS	arma	weapon	5.76	n	103
953	RAPE	stupro	rape	11.28	n	1724
954	WELL	pozzo	well	6.48	n	1370
958	WILD ANIMAL	bestia	beast	7.16	n	201
960	WIND	vento	wind	4.64	n	1894
962	WOMAN	donna	woman	4.36	n	557
963	BOOK	libro	book	4.2	n	955
964	WOOL	lana	wool	5.64	n	920
965	WORLD	mondo	world	4.72	n	1086
968	ACORN	ghianda	acorn	7.84	n	756
974	TOBACCO	tabacco	tobacco	9.04	n	1737
975	SPINACH	spinacio	spinach	4.88	n	1678
977	ARROW	freccia	arrow	5.44	n	708
980	HEEL	calcagno	heel	9.91304347826087	n	260
981	ELBOW	gomito	elbow	5.88	n	795
985	VINEGAR	aceto	vinegar	6.44	n	21
986	TOMATO	pomodoro	tomato	4.4	n	1353
987	REMAIN	restare	to remain	5.52	v	1456
992	CLIFF	precipizio	cliff	8.24	n	1373
994	BOW	arco	bow	5.84	n	99
998	PUT	mettere	to put	4.28	v	1064
