CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_VALENCE_MEAN	SPANISH_AROUSAL_MEAN	SPANISH_DOMINANCE_MEAN	SPANISH_VALENCE_MEAN_FEMALE	SPANISH_AROUSAL_MEAN_FEMALE	SPANISH_DOMINANCE_MEAN_FEMALE	SPANISH_VALENCE_MEAN_MALE	SPANISH_AROUSAL_MEAN_MALE	SPANISH_DOMINANCE_MEAN_MALE	SPANISH_CONCRETENESS_MEAN_LEXESP	SPANISH_IMAGEABILITY_MEAN_LEXESP	SPANISH_POS	LINE_IN_SOURCE
356	SHEARS	tijeras	4.177777777777778	5.0	5.011111111111111	4.1	5.042857142857143	4.985714285714286	4.45	4.85	5.1			N	955
3628	HONOR (SOMEBODY)	honor	7.355555555555555	5.533333333333333	6.466666666666667	7.371428571428571	5.442857142857143	6.5	7.3	5.85	6.35			N	493
3632	GENEROUS	generoso	7.566666666666666	5.533333333333333	5.666666666666667	7.771428571428571	5.628571428571429	5.9714285714285715	6.85	5.2	4.6			A	445
3635	ADULT	adulto	5.677777777777778	4.9	5.155555555555556	5.628571428571429	4.857142857142857	5.214285714285714	5.85	5.05	4.95			N	22
3644	AGREEMENT	acuerdo	7.2444444444444445	4.833333333333333	6.222222222222222	7.2	5.128571428571429	6.328571428571428	7.4	3.8	5.85			N	16
3709	BRILLIANT	brillante	7.033333333333333	5.7444444444444445	5.611111111111111	7.0	5.814285714285714	5.614285714285714	7.15	5.5	5.6			A	136
3732	POMEGRANATE	granada	3.422222222222222	6.611111111111111	3.8666666666666667	3.4714285714285715	6.514285714285714	3.6	3.25	6.95	4.8			N	458
377	LOUD	ruidoso	2.6333333333333333	6.933333333333334	3.6222222222222222	2.6714285714285713	7.142857142857143	3.5285714285714285	2.5	6.2	3.95			A	880
3780	PET	mascota	7.333333333333333	5.5777777777777775	5.844444444444444	7.3428571428571425	5.585714285714285	5.771428571428571	7.3	5.55	6.1			N	624
3841	WINDMILL	molino	5.355555555555555	4.222222222222222	4.611111111111111	5.2	4.3	4.614285714285714	5.9	3.95	4.6			N	654
3847	INTEREST (FEELING)	interés	6.566666666666666	5.888888888888889	5.955555555555556	6.542857142857143	5.8428571428571425	5.942857142857143	6.65	6.05	6.0			N	539
3873	CHOCOLATE	chocolate	7.722222222222222	6.1	5.844444444444444	7.814285714285714	6.214285714285714	5.642857142857143	7.4	5.7	6.55			N	196
3876	DENTIST	dentista	3.0	6.4222222222222225	3.688888888888889	2.914285714285714	6.485714285714286	3.6857142857142855	3.3	6.2	3.7			N	282
3878	DIAMOND	diamante	6.688888888888889	4.955555555555556	4.811111111111111	6.814285714285714	5.0285714285714285	5.042857142857143	6.25	4.7	4.0			N	314
390	PUNISHMENT	castigo	1.8666666666666667	6.411111111111111	3.7222222222222223	1.8571428571428572	6.457142857142857	3.5714285714285716	1.9	6.25	4.25			N	180
391	BLESS	bendecir	5.7	4.366666666666666	4.8	5.785714285714286	4.557142857142857	5.0285714285714285	5.4	3.7	4.0			V	123
3917	DEVIL	diablo	2.7	6.166666666666667	3.488888888888889	2.5142857142857142	6.1571428571428575	3.442857142857143	3.35	6.2	3.65			N	313
3974	UNHAPPY	infeliz	1.4333333333333333	4.733333333333333	3.2666666666666666	1.5142857142857142	4.857142857142857	3.1714285714285713	1.15	4.3	3.6			A/N	523
3975	NERVOUS	nervioso	3.2555555555555555	7.355555555555555	3.022222222222222	3.1857142857142855	7.3	2.9857142857142858	3.5	7.55	3.15			A	690
4000	LIGHTBULB	bombilla	5.288888888888889	4.588888888888889	5.811111111111111	5.314285714285714	4.628571428571429	5.9	5.2	4.45	5.5			N	132
4011	TRUCK	camión	4.666666666666667	4.555555555555555	4.866666666666666	4.757142857142857	4.714285714285714	4.857142857142857	4.35	4.0	4.9			N	157
4013	AMBULANCE	ambulancia	2.3444444444444446	7.444444444444445	3.577777777777778	2.2285714285714286	7.628571428571429	3.2285714285714286	2.75	6.8	4.8			N	52
4023	VIOLIN	violín	6.144444444444445	4.1	5.066666666666666	6.014285714285714	4.242857142857143	4.957142857142857	6.6	3.6	5.45			N	1023
4033	ELEVATOR	ascensor	4.988888888888889	4.711111111111111	4.733333333333333	4.914285714285715	4.642857142857143	4.728571428571429	5.25	4.95	4.75			N	77
457	BLIND PERSON	ciego	2.411111111111111	5.211111111111111	3.2444444444444445	2.5	5.1571428571428575	3.3714285714285714	2.1	5.4	2.8			A/N	200
474	DRESS	vestido	6.322222222222222	5.322222222222222	6.155555555555556	6.285714285714286	5.185714285714286	6.1	6.45	5.8	6.35			N	1011
487	SHY	tímido	4.166666666666667	4.2444444444444445	4.066666666666666	4.171428571428572	4.285714285714286	4.114285714285714	4.15	4.1	3.9			A	956
488	MANNER	manera	5.0	4.5	4.988888888888889	5.042857142857143	4.5285714285714285	5.0	4.85	4.4	4.95			N	608
497	SCAR	cicatriz	3.011111111111111	5.011111111111111	3.8777777777777778	2.7857142857142856	5.085714285714285	3.9857142857142858	3.8	4.75	3.5			N	198
499	CURE	curar	7.655555555555556	6.266666666666667	5.666666666666667	7.557142857142857	6.142857142857143	5.814285714285714	8.0	6.7	5.15			V	267
500	CRUEL	cruel	1.7666666666666666	6.633333333333334	3.7333333333333334	1.6571428571428573	6.742857142857143	3.585714285714286	2.15	6.25	4.25			A	257
503	FROG	rana	4.233333333333333	4.811111111111111	4.8	4.142857142857143	5.085714285714285	4.6571428571428575	4.55	3.85	5.3			N	830
504	LEARN	aprender	7.133333333333334	6.0	6.333333333333333	7.2	6.042857142857143	6.357142857142857	6.9	5.85	6.25			V	65
509	CERTAIN	seguro	7.477777777777778	4.344444444444444	6.9	7.457142857142857	4.328571428571428	7.071428571428571	7.55	4.4	6.3			A/N	893
586	GARDEN	jardín	7.988888888888889	4.466666666666667	5.955555555555556	8.028571428571428	4.428571428571429	5.8428571428571425	7.85	4.6	6.35			N	549
590	NAKED	desnudo	5.477777777777778	6.433333333333334	5.3	5.442857142857143	6.285714285714286	5.171428571428572	5.6	6.95	5.75			A	299
594	PIECE	pieza	4.844444444444444	4.122222222222222	5.122222222222222	4.785714285714286	4.057142857142857	5.171428571428572	5.05	4.35	4.95			N	781
602	HIDE (CONCEAL)	esconder	3.6333333333333333	5.277777777777778	4.433333333333334	3.5285714285714285	5.442857142857143	4.257142857142857	4.0	4.7	5.05			V	363
604	GLASS	vidrio	4.644444444444445	4.5777777777777775	5.166666666666667	4.571428571428571	4.742857142857143	5.228571428571429	4.9	4.0	4.95			N	1017
615	HORSE	caballo	6.355555555555555	5.655555555555556	4.777777777777778	6.3428571428571425	5.871428571428571	4.771428571428571	6.4	4.9	4.8			N	145
616	HOSPITAL	hospital	2.066666666666667	5.488888888888889	3.4555555555555557	2.0285714285714285	5.571428571428571	3.2285714285714286	2.2	5.2	4.25			N	497
620	INSECT	insecto	3.2444444444444445	5.566666666666666	4.133333333333334	3.0142857142857142	5.7	3.9857142857142858	4.05	5.1	4.65			N	532
621	IRON	hierro	4.444444444444445	4.444444444444445	4.933333333333334	4.371428571428571	4.485714285714286	4.828571428571428	4.7	4.3	5.3			N	486
624	LAKE	lago	7.188888888888889	4.333333333333333	5.022222222222222	7.1571428571428575	4.457142857142857	5.1	7.3	3.9	4.75			N	562
625	LAMP	lámpara	5.4222222222222225	4.2444444444444445	6.011111111111111	5.442857142857143	3.914285714285714	5.885714285714286	5.35	5.4	6.45			N	563
626	LAND	tierra	5.633333333333334	4.644444444444445	4.933333333333334	5.628571428571429	4.6571428571428575	5.071428571428571	5.65	4.6	4.45			N	953
633	MARKET	mercado	5.411111111111111	4.977777777777778	5.066666666666666	5.557142857142857	5.328571428571428	5.057142857142857	4.9	3.75	5.1			N	637
635	MILK	leche	5.833333333333333	4.066666666666666	5.9222222222222225	5.714285714285714	4.014285714285714	5.8428571428571425	6.25	4.25	6.2			N	569
639	MOUNTAIN	montaña	6.488888888888889	4.988888888888889	4.844444444444444	6.514285714285714	5.0285714285714285	4.757142857142857	6.4	4.85	5.15			N	659
641	MUSHROOM	hongo	2.911111111111111	4.9	4.0	2.6142857142857143	4.857142857142857	4.042857142857143	3.95	5.05	3.85			N	492
642	MUSIC	música	8.155555555555555	6.622222222222222	6.611111111111111	8.142857142857142	6.742857142857143	6.571428571428571	8.2	6.2	6.75			N	678
645	OCEAN	océano	7.544444444444444	5.355555555555555	4.377777777777778	7.4714285714285715	5.514285714285714	4.314285714285714	7.8	4.8	4.6			N	709
647	PAINT (PIGMENTS)	pintura	6.2	5.2	5.644444444444445	6.071428571428571	4.914285714285715	5.628571428571429	6.65	6.2	5.7			N	783
648	PAPER	papel	4.977777777777778	3.888888888888889	5.733333333333333	4.985714285714286	3.9857142857142858	5.885714285714286	4.95	3.55	5.2			N	739
652	PLAIN	llano	5.177777777777778	3.8444444444444446	4.777777777777778	5.0	4.0	4.742857142857143	5.8	3.3	4.9			A/N	586
653	PLANT (VEGETATION)	planta	6.455555555555556	3.8	5.277777777777778	6.557142857142857	4.042857142857143	5.314285714285714	6.1	2.95	5.15			N	791
655	POISON	veneno	1.6666666666666667	6.933333333333334	3.6222222222222222	1.5857142857142856	6.914285714285715	3.8142857142857145	1.95	7.0	2.95			N	1004
667	ROAD	carretera	5.0	5.6	4.822222222222222	5.042857142857143	5.542857142857143	4.714285714285714	4.85	5.8	5.2			N	172
681	DESTROY	destruir	2.088888888888889	6.288888888888889	3.966666666666667	2.1	6.142857142857143	3.942857142857143	2.05	6.8	4.05			V	306
683	PERSON	persona	6.888888888888889	5.266666666666667	5.5777777777777775	6.771428571428571	5.128571428571429	5.614285714285714	7.3	5.75	5.45			N	769
686	EASY	fácil	6.9222222222222225	4.477777777777778	6.8	7.071428571428571	4.4	6.9	6.4	4.75	6.45			A	399
698	WISE	sabio	7.144444444444445	5.166666666666667	5.666666666666667	7.228571428571429	5.357142857142857	5.428571428571429	6.85	4.5	6.5			A/N	881
699	SAD	triste	2.0	4.333333333333333	3.588888888888889	2.157142857142857	4.242857142857143	3.4857142857142858	1.45	4.65	3.95			A	978
706	DARK	oscuro	3.7111111111111112	5.055555555555555	4.044444444444444	3.8142857142857145	5.114285714285714	4.128571428571429	3.35	4.85	3.75			A	727
729	DAWN	amanecer	8.011111111111111	4.0777777777777775	4.5	7.928571428571429	4.142857142857143	4.6571428571428575	8.3	3.85	3.95			N	49
730	SNAKE	serpiente	3.066666666666667	6.7444444444444445	3.5444444444444443	3.0	6.6571428571428575	3.4285714285714284	3.3	7.05	3.95			N	897
731	BEVERAGE	bebida	6.2555555555555555	5.622222222222222	5.388888888888889	6.128571428571429	5.728571428571429	5.257142857142857	6.7	5.25	5.85			N	121
735	OWL	búho	5.9222222222222225	4.588888888888889	4.222222222222222	6.071428571428571	4.871428571428571	4.114285714285714	5.4	3.6	4.6			N	142
739	FEED	nutrir	6.3	5.122222222222222	5.911111111111111	6.242857142857143	5.171428571428572	5.942857142857143	6.5	4.95	5.8			V	702
740	SHIP	barco	6.0	5.0777777777777775	5.022222222222222	5.928571428571429	4.942857142857143	4.928571428571429	6.25	5.55	5.35			N	114
744	EGG	huevo	5.011111111111111	3.9444444444444446	5.311111111111111	5.0285714285714285	3.6857142857142855	5.3	4.95	4.85	5.35			N	500
745	SHELF	repisa	4.733333333333333	4.2444444444444445	5.033333333333333	4.614285714285714	4.2	5.057142857142857	5.15	4.4	4.95			N	851
760	KNOT	nudo	3.9555555555555557	4.7555555555555555	5.188888888888889	4.071428571428571	4.8428571428571425	5.314285714285714	3.55	4.45	4.75			N	701
767	CORPSE	cadáver	1.4111111111111112	6.866666666666666	2.5444444444444443	1.4285714285714286	6.942857142857143	2.557142857142857	1.35	6.6	2.5			N	148
771	HAT	sombrero	4.866666666666666	4.111111111111111	5.455555555555556	4.814285714285714	4.171428571428572	5.557142857142857	5.05	3.9	5.1			N	916
775	TRUMPET	trompeta	5.188888888888889	5.7	4.811111111111111	5.042857142857143	5.671428571428572	4.828571428571428	5.7	5.8	4.75			N	982
783	VICTORY	victoria	7.933333333333334	7.188888888888889	6.466666666666667	7.928571428571429	6.9714285714285715	6.185714285714286	7.95	7.95	7.45			N	1015
784	SNOW	nieve	7.0	5.344444444444444	4.4	7.085714285714285	5.628571428571429	4.4714285714285715	6.7	4.35	4.15			N	693
785	STRONG	fuerte	6.3	5.877777777777778	5.322222222222222	6.171428571428572	5.8428571428571425	5.128571428571429	6.75	6.0	6.0			A	434
792	BOIL (OF LIQUID)	hervir	4.811111111111111	4.766666666666667	5.211111111111111	4.785714285714286	4.7	5.357142857142857	4.9	5.0	4.7			V	485
796	NIPPLE	pezón	6.144444444444445	5.4222222222222225	5.266666666666667	5.742857142857143	4.785714285714286	5.171428571428572	7.55	7.65	5.6			N	778
803	ANKLE	tobillo	4.6	4.333333333333333	5.155555555555556	4.671428571428572	4.442857142857143	5.085714285714285	4.35	3.95	5.4			N	958
805	SPINE	espina	2.6444444444444444	5.8	4.277777777777778	2.6	5.885714285714286	4.428571428571429	2.8	5.5	3.75			N	374
812	SLAVE	esclavo	1.6222222222222222	5.966666666666667	3.388888888888889	1.6857142857142857	6.171428571428572	3.5142857142857142	1.4	5.25	2.95			N	362
82	ANGER	enfado	2.5	7.333333333333333	4.4	2.242857142857143	7.285714285714286	4.085714285714285	3.4	7.5	5.5			N	346
837	BLUE	azul	7.011111111111111	3.988888888888889	5.388888888888889	6.914285714285715	3.6857142857142855	5.2	7.35	5.05	6.05			A	105
842	LIQUOR	espíritu	5.511111111111111	4.855555555555555	4.266666666666667	5.2	4.728571428571429	4.428571428571429	6.6	5.3	3.7			N	375
843	SPIDER	araña	3.066666666666667	6.4	4.022222222222222	2.7714285714285714	6.585714285714285	4.085714285714285	4.1	5.75	3.8			N	68
845	MURDER	asesinar	1.1777777777777778	7.444444444444445	2.7222222222222223	1.1142857142857143	7.6	2.5428571428571427	1.4	6.9	3.35			V	79
850	SQUARE	cuadrado	4.866666666666666	4.155555555555556	5.155555555555556	4.814285714285714	4.042857142857143	5.357142857142857	5.05	4.55	4.45			A/N	258
852	PRIEST	cura	4.522222222222222	5.0777777777777775	4.988888888888889	4.357142857142857	4.757142857142857	5.085714285714285	5.1	6.2	4.65			N	266
858	STORM	tormenta	4.144444444444445	6.1	2.9444444444444446	4.071428571428571	6.085714285714285	2.857142857142857	4.4	6.15	3.25			N	964
859	STOVE	estufa	6.366666666666666	3.7444444444444445	5.977777777777778	6.557142857142857	3.6285714285714286	6.085714285714285	5.7	4.15	5.6			N	387
862	SUGAR	azúcar	6.677777777777778	5.588888888888889	5.666666666666667	6.828571428571428	5.628571428571429	5.814285714285714	6.15	5.45	5.15			N	104
865	FAME	fama	5.455555555555556	6.177777777777778	4.344444444444444	5.585714285714285	6.3428571428571425	4.128571428571429	5.0	5.6	5.1			N	401
866	WIN	ganar	7.844444444444444	7.677777777777778	6.122222222222222	7.785714285714286	7.571428571428571	5.914285714285715	8.05	8.05	6.85			V	439
874	CANDY	caramelo	7.333333333333333	4.411111111111111	6.111111111111111	7.314285714285714	4.414285714285715	5.9	7.4	4.4	6.85			N	168
878	HELL	infierno	2.466666666666667	5.4	3.4555555555555557	2.2714285714285714	5.414285714285715	3.5714285714285716	3.15	5.35	3.05			N	526
90	INNOCENT	inocente	6.311111111111111	4.388888888888889	5.144444444444445	6.2	4.357142857142857	5.128571428571429	6.7	4.5	5.2			A/N	530
905	BORING	aburrido	2.3333333333333335	2.9	4.777777777777778	2.157142857142857	2.4714285714285715	4.8428571428571425	2.95	4.4	4.55			V/A	9
906	TREE	árbol	6.533333333333333	4.177777777777778	5.066666666666666	6.514285714285714	4.071428571428571	5.042857142857143	6.6	4.55	5.15			N	69
909	GARBAGE	basura	2.0555555555555554	4.311111111111111	4.4222222222222225	2.0714285714285716	4.428571428571429	4.328571428571428	2.0	3.9	4.75			N	119
910	DEATH	muerte	1.2333333333333334	6.455555555555556	1.9333333333333333	1.2428571428571429	6.485714285714286	1.6142857142857143	1.2	6.35	3.05			N	668
915	SINK (BASIN)	lavabo	4.722222222222222	4.3	5.388888888888889	4.685714285714286	4.214285714285714	5.542857142857143	4.85	4.6	4.85			N	567
928	EMBRACE	abrazo	8.133333333333333	5.7	6.122222222222222	8.228571428571428	5.5	6.3	7.8	6.4	5.5			N	5
937	BIRD	pájaro	6.433333333333334	4.788888888888889	4.533333333333333	6.514285714285714	4.671428571428572	4.728571428571429	6.15	5.2	3.85			N	732
942	HONEY	miel	5.455555555555556	4.055555555555555	5.655555555555556	5.3428571428571425	3.7714285714285714	5.6571428571428575	5.85	5.05	5.65			N	644
943	WATERFALL	cascada	7.2	5.2	4.677777777777778	7.271428571428571	4.985714285714286	4.9714285714285715	6.95	5.95	3.65			N	177
948	WATER	agua	7.466666666666667	4.8	5.722222222222222	7.514285714285714	4.6	5.742857142857143	7.3	5.5	5.65			N	34
951	WEAPONS	arma	1.8111111111111111	6.2555555555555555	2.9	1.8285714285714285	6.271428571428571	2.9571428571428573	1.75	6.2	2.7			N	71
952	WEATHER	tiempo	5.266666666666667	5.511111111111111	3.5444444444444443	5.3428571428571425	5.557142857142857	3.6	5.0	5.35	3.35			N	951
953	RAPE	violación	1.1111111111111112	7.977777777777778	2.1333333333333333	1.0857142857142856	8.114285714285714	1.9285714285714286	1.2	7.5	2.85			N	1021
958	WILD ANIMAL	bestia	2.8	6.877777777777778	2.8666666666666667	2.7	7.0	2.657142857142857	3.15	6.45	3.6			N	125
962	WOMAN	mujer	6.4	4.888888888888889	5.511111111111111	6.128571428571429	4.8	5.557142857142857	7.35	5.2	5.35			N	671
963	BOOK	libro	6.4222222222222225	5.3	5.844444444444444	6.485714285714286	5.357142857142857	5.714285714285714	6.2	5.1	6.3			N	579
965	WORLD	mundo	6.566666666666666	6.122222222222222	3.9	6.457142857142857	6.214285714285714	3.657142857142857	6.95	5.8	4.75			N	674
972	BE ABLE	poder	5.733333333333333	6.088888888888889	5.7	5.914285714285715	6.142857142857143	5.8	5.1	5.9	5.35			N	795
974	TOBACCO	tabaco	3.1777777777777776	5.055555555555555	4.566666666666666	3.242857142857143	5.142857142857143	4.514285714285714	2.95	4.75	4.75			N	929
981	ELBOW	codo	4.588888888888889	4.2555555555555555	5.277777777777778	4.571428571428571	4.228571428571429	5.142857142857143	4.65	4.35	5.75			N	212
