CONCEPTICON_ID	CONCEPTICON_GLOSS	SPANISH	SPANISH_VALENCE_MEAN	SPANISH_AROUSAL_MEAN	LINE_IN_SOURCE
3121	OPERATE (MEDICINE)	operar	3.8	7.05	9526
3122	PAINT (SOMETHING)	pintar	6.55	3.55	10257
3126	POST (SOMETHING)	enviar	5.6	5.4	5104
3129	SKATE	patinar	6.85	6	9914
3135	VACUUM (SOMETHING)	aspirar	6.45	5.4	1231
3137	OAR	remo	4.9	4.35	11505
3138	STRAWBERRY	fresa	7.05	4.35	6157
315	CURASSOW	pavo	5.45	4.5	9947
317	PIRANHA	caribe	7.75	4.25	2268
318	FOOTPRINT	huella	5.85	5.65	6889
3181	MUSTARD	mostaza	5.2	4.55	8975
3189	STAB TO DEATH	apuñalar	1.35	7.95	996
319	LICK	lamer	6	6.75	7901
3199	TWIST (AROUND)	torcer	4.4	6.1	13166
3202	CANNON	cañón	3.45	6.6	2168
3204	INSULT	insultar	2.65	6.95	7520
322	FIG	higo	5.95	4.5	6757
323	FAT (ORGANIC SUBSTANCE)	grasa	3.1	5.95	6520
3230	DECEIVE	engañar	2	7.25	5000
3235	OPEN (STATE)	abierto	6.35	4.8	33
325	FELT	fieltro	5.61	4.42	5913
326	CLOAK	capa	5.4	4.8	2194
3282	GROOM	novio	7.4	5.73	9312
3283	CAGE	jaula	3	6.25	7773
3302	QUARREL (VERB)	discutir	2.95	7.6	4495
3306	NAIL	clavar	4.95	5.85	2715
3325	PEARL	perla	6.7	4.25	10113
3333	BELIEF (RELIGIOUS)	creencia	5.6	5	3577
3351	STOP DOING	parar	4.85	4.15	9806
3375	PATIENT (SICK PERSON)	paciente	5.28	4.65	9675
3377	EMPEROR	emperador	4.8	5.4	4872
3396	BUILDING	edificio	5.4	4.6	4732
3405	RULER	regla	4	5.25	11427
3429	COMPARE	comparar	4.15	5.6	2955
344	TREE TRUNK	tronco	5.1	4.45	13394
3447	BEGIN OR START	empezar	6.55	5.8	4874
345	SAP	savia	5.79	3.9	12078
3460	BEACH	playa	8.03	3.23	10348
3469	LEVEL	nivel	5.15	5.9	9244
3472	DANCE (MOVEMENT)	danza	7.95	5.4	3791
352	UNTIE	desatar	5.4	5.25	4062
353	STRIKE	golpear	2.1	7.45	6456
3534	BEG	suplicar	2.45	6.5	12726
3544	WAVE (VERB)	saludar	6.45	4.45	12011
356	SHEARS	tijeras	4.75	5.28	13071
357	HANG UP	colgar	4.5	5.3	2842
359	POTTER	alfarero	5.55	4.5	544
3608	WARRIOR	guerrero	5.65	7.25	6587
3617	STUMBLE	tropezar	3.7	6.25	13398
3628	HONOR (SOMEBODY)	honor	7.5	5.25	6831
3632	GENEROUS	generoso	7.6	3.88	6362
3635	ADULT	adulto	5.78	5.23	304
3639	AVOID	evitar	3.7	6.05	5573
3644	AGREEMENT	acuerdo	6.6	4.3	223
3645	PERSUADE	persuadir	4.65	6.05	10151
3649	PUNISH	castigar	2.15	7.2	2346
3653	COOKING POT	olla	5.23	4.73	9494
3654	TAKE OUT	sacar	5.1	5.05	11956
3657	GRANARY	granero	5.7	4	6511
3665	TRAVEL	viajar	7.85	6.1	13771
367	RIDE	montar	6.05	6.1	8924
3675	ZEBRA	cebra	6.45	4.6	2417
3689	BUBBLE	burbuja	7.15	4	1928
369	OWE	deber	4.1	6.05	3805
3703	STICKY	pegajoso	3.65	6.3	9974
3709	BRILLIANT	brillante	7.13	5.4	1868
371	PICK UP	recoger	5.1	5.1	11277
3711	TIE (NOUN)	corbata	5.4	4.05	3442
3732	POMEGRANATE	granada	5.05	5.73	6503
3748	DROP (OF A LIQUID)	gota	6.1	4.1	6470
377	LOUD	ruidoso	2.8	7.15	11920
3780	PET	mascota	7.95	4.48	8498
3838	HANDSPAN	cuarta	5.05	4.85	3674
3847	INTEREST (FEELING)	interés	6.3	5.95	7572
388	FISHNET	red	5.45	4.75	11342
390	PUNISHMENT	castigo	2.33	7.33	2347
391	BLESS	bendecir	5.6	3.98	1666
3955	HOSTILITY	hostilidad	3.35	6.25	6880
3957	SYSTEM	sistema	4.7	4.85	12393
3958	SOCIETY	sociedad	5.7	6.75	12441
3966	CONCEPT	concepto	5.6	5	3051
3974	UNHAPPY	infeliz	1.5	6.63	7307
3975	NERVOUS	nervioso	3.43	7.65	9201
399	PLANTAIN	plátano	6.35	4.3	10337
404	ALCOHOL (FERMENTED DRINK)	alcohol	4.85	6.75	506
406	OLD MAN	viejo	4.1	4.55	13804
41	IGNORE	ignorar	2.55	5.35	6969
411	GOURD	calabaza	5.05	4.85	2027
420	FOREST	bosque	7.25	4	1830
43	LEAD (GUIDE)	guiar	7.1	5.45	6592
446	LOWER ARM	antebrazo	5.05	4.35	837
471	UPPER LEG (THIGH)	muslo	5.25	5.3	9082
474	DRESS	vestido	7.1	5.2	13753
477	LATE	tarde	4.75	3.9	12863
479	GROW	crecer	6.9	5.25	3565
480	PLATE	plato	5.55	4	10344
482	NOBLE	noble	7.25	4.15	9247
484	CONDEMN	condenar	2.6	6.8	3090
485	DISAPPEAR	desaparecer	3.25	6.3	4048
486	MINISTER	ministro	3.9	5.15	8790
487	SHY	tímido	4.48	4.48	13080
488	MANNER	manera	5.5	4.75	8379
489	KIDNEY	riñón	4.9	4.9	11808
49	REFUSE	rehusar	4.45	5.1	11447
493	FIVE	cinco	5.2	4.65	2640
496	CUCUMBER	pepino	5.75	4.25	10045
497	SCAR	cicatriz	3.03	6.23	2605
498	CALF OF LEG	pantorrilla	5.05	5.15	9761
500	CRUEL	cruel	2.23	7.38	3641
501	LIFT	levantar	6.1	4.95	8030
502	NAIL (TOOL)	clavo	4.65	5.65	2723
503	FROG	rana	5.68	4.63	11132
504	LEARN	aprender	7.28	4.85	970
506	MAIZE	maíz	5.65	4.6	8317
509	CERTAIN	seguro	7.3	3.3	12139
52	SHIVER	temblar	3.35	6.3	12930
522	WOLF	lobo	5.95	6.7	8177
523	BACK OF HEAD	posterior	4.75	4.65	10530
526	HOWL	aullar	4.85	5.85	1346
53	SPIRIT	espíritu	6.08	6	5356
539	NEST	nido	6.05	4.25	9221
544	SPICY	picante	5.25	7.3	10215
55	WHISPER	susurrar	5.8	4.3	12785
568	RISE (MOVE UPWARDS)	ascender	7.4	6.35	1161
571	STING	picar	3.85	5.9	10216
575	TREAD	pisar	4.2	6.15	10284
578	KISS	besar	8.25	7.55	1688
579	BATTLE	batalla	3	7.2	1621
582	LEND	prestar	5.75	5.2	10675
584	DIFFICULT	difícil	4	7	4394
585	BOOT	bota	5.5	4.45	1833
586	GARDEN	jardín	7.85	3	7768
587	ANT	hormiga	5.25	4.25	6847
589	CLOSED	cerrado	3.45	5.3	2497
59	ELECTRICITY	electricidad	5.35	6.1	4783
590	NAKED	desnudo	6.03	6.9	4211
593	POTATO	papa	6.5	4.1	9765
594	PIECE	pieza	5.45	4.95	10234
596	POSTAGE STAMP	sello	5.25	4.4	12149
6	EARTHQUAKE	terremoto	2.11	7.85	13018
60	OAT	avena	5.3	4.3	1424
601	LIE (MISLEAD)	mentir	1.95	6.75	8659
602	HIDE (CONCEAL)	esconder	3.93	6.4	5235
604	GLASS	cristal	4.95	5.5	3606
605	GRAIN	grano	2.95	5.45	6519
606	GRASS	hierba	6.9	3.25	6748
609	HAIL	granizo	4.35	6.4	6516
610	PORT	puerto	6.8	4.85	10980
614	HILL	colina	5.95	4.7	2845
615	HORSE	caballo	6.63	5.4	1964
616	HOSPITAL	hospital	3.45	6.83	6869
617	ICE	hielo	5.6	5.3	6746
619	ANIMAL	animal	7.3	4.6	801
620	INSECT	insecto	4.38	6.28	7449
621	IRON	fierro	4.4	4.7	5916
622	ISLAND	isla	7.25	5.25	7735
623	LAGOON	laguna	6.25	4.2	7893
624	LAKE	lago	6.68	3.1	7891
625	LAMP	lámpara	5.35	4.1	7903
627	LEAD (CHEMICAL ELEMENT)	plomo	4.15	5.55	10366
628	LEAF	hoja	5.75	4.35	6803
630	LIGHT (RADIATION)	ligero	6.2	4.1	8087
632	LIZARD	lagartija	5.25	6.2	7889
633	MARKET	mercado	6	5.75	8670
635	MILK	leche	6.35	3.95	7963
636	MILL	molino	5.65	4.1	8880
637	MOSS	musgo	5.1	4.45	9076
638	MOTORCYCLE	motocicleta	5.25	6.15	8989
639	MOUNTAIN	cerro	5.17	4.62	2503
64	PIN	alfiler	4.6	5	548
640	MUD	barro	4.85	5.65	1599
642	MUSIC	música	7.78	4.73	9077
643	NEED (NOUN)	necesidad	3.6	6.7	9167
644	OAK	roble	6.3	3.5	11824
645	OCEAN	océano	7.3	3.73	9415
646	ASH	ceniza	2.85	5.35	2449
647	PAINT (PIGMENTS)	pintura	7.03	4.23	10262
648	PAPER	papel	5.25	4.45	9771
652	PLAIN	llano	5.3	4.05	8158
653	PLANT (VEGETATION)	planta	6.35	3.7	10319
655	POISON	veneno	2.08	6.93	13675
657	PRICE	precio	4.4	5.65	10571
658	RAIN (PRECIPITATION)	lluvia	6.63	3.4	8174
660	REEF	arrecife	6.65	4.45	1101
661	RELIGION	religión	4.55	5.15	11485
662	BATTERY	batería	5.65	5.6	1626
665	BEE	abeja	4.75	6.35	26
666	RIVER	rio	6.6	4.05	11809
667	ROAD	carretera	5.3	5.8	2297
670	ROOT	raíz	6	4.4	11122
671	SAND	arena	6.85	4.6	1041
672	EARLY	temprano	5.65	4.55	12951
673	SCHOOL	colegio	6.45	4.5	2837
674	MOUTH	boca	7.05	5.5	1766
677	AXE	hacha	3.75	6.6	6631
678	BEARD	barba	5.85	4.85	1560
68	TATTOO	tatuaje	6.5	6.5	12876
680	BREAK (DESTROY OR GET DESTROYED)	quebrar	3.4	6.45	11045
681	DESTROY	demoler	3.05	6.35	3948
682	SIDE	lado	5.2	3.95	7884
683	PERSON	persona	6.73	5.15	10143
685	DECIDE	decidir	6.65	5.8	3834
686	EASY	fácil	6.93	3.23	5758
688	LUNG	pulmón	5.8	4.8	10994
69	SOBER	sobrio	5.95	4.75	12432
690	BOTTOM	fondo	5.1	4.5	6056
691	SEASON	estación	5.75	5	5392
692	BRING	traer	5.75	5.4	13227
694	GET	obtener	6.25	5.65	9400
695	GO	ir	5.4	5.15	7693
696	STIR	remover	4.75	5.5	11516
698	WISE	sabio	7.65	4.45	11946
699	SAD	triste	2.1	5.5	13376
700	CARRY	cargar	4.5	5.1	2265
701	SLOW	despacio	5.05	3.35	4222
702	CATCH	atrapar	4.3	5.95	1308
703	SOON	pronto	5.95	4.55	10847
706	DARK	oscuro	3.5	5.85	9635
708	SHINE	brillar	8.05	5.65	1870
709	TEACH	enseñar	7.35	5.4	5042
710	WHEEL	rueda	4.95	5	11912
712	RICH	rico	6.7	6.35	11791
713	STEAL	hurtar	2.7	6.8	6931
714	SEED	semilla	6.7	4.45	12166
715	SHOUT	gritar	3.2	7.7	6548
716	GROAN	gemir	6	7.25	6347
717	SWEET	dulce	8.25	4.6	4681
718	PAY	pagar	4.25	5.85	9692
719	FIND	encontrar	7.9	5.7	4945
72	CLAW	garra	4.7	6.35	6310
720	GOOD LUCK	suerte	7.85	6.15	12654
721	LOW	bajo	5.25	4.6	1502
722	ATTACK	atacar	2.75	7.2	1259
724	READ	leer	7	3.5	7973
729	DAWN	amanecer	7.48	2.83	665
73	BEAK	pico	4.6	5.5	10219
730	SNAKE	culebra	4.1	7.15	3730
731	BEVERAGE	bebida	6.8	5.2	1649
733	EARN	ganar	7.85	7.09	6293
734	MAKE	hacer	6.65	5.25	6630
735	OWL	búho	6.7	3.55	1913
737	LIGHT (IGNITE)	encender	6.6	5.6	4931
738	THING	cosa	5.4	4.45	3518
739	FEED	nutrir	6.33	4.55	9341
741	DRIVE	conducir	6.85	5.8	3105
742	END (OF SPACE)	final	4.1	6.4	5952
743	END (OF TIME)	fin	3.6	5.55	5949
744	EGG	huevo	5.45	4.63	6895
745	SHELF	repisa	4.9	4.55	11566
747	BICYCLE	bicicleta	6.4	4.75	1702
749	ENTER	entrar	6.1	5.1	5067
753	PUPIL (STUDENT)	alumno	6.3	4.85	652
755	DENY	negar	3.55	5.8	9174
756	DEPEND	depender	3.05	5.55	3978
757	BUTTON	botón	5.4	4.8	1842
758	HERON	garza	5.65	5.13	6313
759	SILVER	plata	5.95	5.42	10334
760	KNOT	nudo	4.33	5.65	9323
761	COVER	cubrir	5.8	4.35	3694
763	SKIN	piel	5.68	4.9	10228
765	MOVE	mover	5.35	4.9	8996
767	CORPSE	cadáver	1.73	7.9	1997
768	LUNCH	almuerzo	6.4	5.35	607
769	ROOF	tejado	5.65	4.55	12900
771	HAT	sombrero	5.95	4.25	12499
772	BELT	cinturón	5.35	5.1	2652
773	HAVE	tener	6.7	4.8	12966
777	FLUTE	flauta	6.2	4.85	5999
778	SMOKE (EXHAUST)	humo	3.85	5.55	6921
779	PART	pedazo	4.9	4.25	9966
78	THAT	aquel	4.9	4.8	1002
781	FEAR (FRIGHT)	miedo	2	8	8743
782	DEFEAT	derrota	2.35	6.6	4019
783	VICTORY	victoria	7.3	7.5	13792
784	SNOW	nieve	7.23	4.73	9225
785	STRONG	fuerte	6.8	5.9	6196
787	SAIL	navegar	6.5	5.05	9156
788	SOAP	jabón	5.8	3.6	7755
789	PEOPLE	gente	7.05	6.18	6372
794	PEN	bolígrafo	5.85	4.4	1787
795	TROUT	trucha	5.4	4.85	13405
796	NIPPLE	pezón	6.3	6.68	10204
798	JAW	mandíbula	5	4.85	8375
799	WRIST	muñeca	6.48	4.25	9057
8	CURSE	maldecir	2.6	7.25	8327
803	ANKLE	tobillo	5.05	4.93	13118
805	SPINE	espina	3.15	6.1	5349
806	BLANKET	manta	6.9	2.9	8405
811	SOUL	alma	6.3	4.5	592
812	SLAVE	esclavo	1.83	7.1	5223
815	GOVERNMENT	gobierno	2.9	5.75	6445
816	HALF	mitad	5.25	4.7	8826
819	STOMACH	estómago	4.75	5.15	5467
82	ANGER	enfado	2.3	6.83	4976
829	RAFTER	viga	4.7	4.65	13809
83	FORBID	prohibir	2.75	7.4	10813
831	BASE	base	5.15	3.9	1606
832	BEAN	frijol	5.35	4.7	6166
834	BUTTOCKS	culo	5.8	5.95	3734
837	BLUE	azul	6.7	3.8	1472
842	LIQUOR	aguardiente	4.5	6.1	425
843	SPIDER	araña	3.74	7.38	1010
845	MURDER	asesinar	1.3	8.35	1180
847	THIRSTY	sediento	3.85	6.6	12119
848	THIRST	sed	3.45	6.6	12114
849	SPRING (OF WATER)	fuente	6.5	3.65	6191
85	GIVE BACK	devolver	4.4	5.75	4335
850	SQUARE	cuadrado	5.2	4.48	3652
851	STABLE	establo	5.75	4.05	5390
852	PRIEST	sacerdote	4.2	4.25	11959
853	ALTAR	altar	5.6	5.8	624
854	KETTLE	caldera	5.35	4.7	2038
855	SEIZE	agarrar	5.15	6.05	370
857	STONE	piedra	5.3	4.15	10227
858	STORM	tormenta	4.23	6.53	13171
859	STOVE	estufa	6.85	3.43	5517
860	CAUSE	causar	5.1	5.55	2392
861	JUDGE	juez	5.3	5.15	7813
862	SUGAR	azúcar	6.9	5	1467
865	FAME	fama	5.85	6	5791
867	GLOVE	guante	4.95	4.6	6569
873	TAX	impuesto	2.35	6.45	7097
874	CANDY	caramelo	6.95	4.53	2241
875	SHOEMAKER	zapatero	4.65	4.85	14006
877	MASON	albañil	4.7	5.1	477
878	HELL	infierno	2.4	7	7315
88	BEEHIVE	colmena	4.65	6.65	2854
880	REPEAT	repetir	5.3	5.2	11564
881	TAILOR	sastre	5.85	4.35	12065
882	PARROT	papagayo	6.55	5.05	9768
884	SHARE	repartir	5.8	4.75	11551
885	OPPOSITE	opuesto	4.65	5.9	9553
887	BITTER	amargo	2.85	5.1	669
889	FLAME	llama	5.55	6.6	8152
89	NATIVE COUNTRY	patria	5.8	5.5	9921
890	MULE	mulo	5.29	4.64	9037
891	TIDE	marea	6.2	5.2	8451
892	TIME	tiempo	5.85	5.38	13061
893	TIN (METAL)	estaño	5.21	4.6	5419
894	TOAD	sapo	5.45	4.65	12053
895	TORTOISE	tortuga	6.75	3.55	13193
896	ANACONDA (WATER BOA)	anaconda	3.75	7.55	730
897	SWALLOW	tragar	5.05	4.9	13232
899	PRESIDENT	presidente	4.3	5.65	10666
9	ANNOUNCE	anunciar	6.3	6	882
90	INNOCENT	inocente	6.6	3.75	7430
900	TRAIN	tren	6	5.15	13335
901	ADOBE	adobe	5.37	4.61	279
902	ADULTERY	adulterio	2.5	7.05	303
905	BORING	aburrido	2.9	3.1	94
906	TREE	árbol	6.78	3.63	1021
908	DRUM	tambor	5.7	6.1	12836
909	GARBAGE	basura	2.85	5.9	1618
910	DEATH	muerte	1.45	7.93	9024
911	TEMPLE	iglesia	4.32	4.18	6964
913	CROW	cuervo	4.25	6.05	3715
914	SCULPTOR	escultor	5.5	4.3	5272
916	LINEN	lino	5.9	4.35	8120
920	GRAPE	uva	6.2	4.05	13532
921	VALLEY	valle	6.8	3.8	13578
922	PEAR	pera	5.55	4.5	10049
923	LOVE	querer	7.95	5.7	11056
926	RICE	arroz	6.95	4.05	1126
928	EMBRACE	abrazar	8.45	4.25	55
930	VILLAGE	pueblo	6.53	3.78	10971
932	BARLEY	cebada	5.05	4.45	2413
933	WALL (OF HOUSE)	pared	5.25	4.7	9819
937	BIRD	pájaro	6.9	3.15	9701
938	MARE	yegua	6.15	4.7	13979
942	HONEY	miel	6.28	3.95	8745
943	WATERFALL	cascada	6.78	3.95	2325
945	SPEAR	lanza	4.5	6.2	7911
946	BLOOD	sangre	3.7	7.3	12037
947	STREAM	corriente	4.9	6.1	3492
948	WATER	agua	7.48	3.68	417
950	SEAGULL	gaviota	6.3	4.9	6338
951	WEAPONS	arma	2.2	7.5	1064
952	WEATHER	clima	6.1	4.3	2733
953	RAPE	violación	1.18	8.13	13839
956	FLEE	huir	2.3	6.7	6897
957	WHALE	ballena	6.4	4.6	1517
958	WILD ANIMAL	bestia	3.78	7.2	1690
960	WIND	viento	5.1	5.85	13806
962	WOMAN	mujer	7.28	5.05	9032
963	BOOK	libro	6.85	4	8063
964	WOOL	lana	6.05	3.65	7904
965	WORLD	mundo	6.43	5.2	9056
969	CIGARETTE	cigarrillo	4.1	5.25	2630
970	COCONUT	coco	5.9	4.15	2774
974	TOBACCO	tabaco	3	5.75	12790
976	WEAR	vestir	6.2	4.7	13758
977	ARROW	flecha	4.75	5.8	6001
978	WAVE	ola	6.35	4.5	9482
980	HEEL	talón	5.05	5.25	12832
981	ELBOW	codo	5.05	4.65	2783
984	WORK (LABOUR)	trabajar	6.8	5.75	13212
985	VINEGAR	vinagre	4.7	6.15	13827
986	TOMATO	tomate	6.3	4.8	13139
987	REMAIN	quedar	7.05	5.7	11047
992	CLIFF	acantilado	5.65	6.4	106
994	BOW	arco	5.55	4.45	1033
996	DEAF	sordo	3.2	5.25	12531
998	PUT	meter	5.42	5.35	8714
